;"RIS-RIS-QI01_TT";"IPU-IPU-FB18";"SAN-SAN3-FB01";"SAN4-ANL1-QI02";"SAN4-ANL1-QI01";"SAN-SAN3-ML01";"POL_FT04";"IPU_LT01";"PHA5-SED5-QI11";"PHA5-SED5-QI01"
"22-02 01";0,1976354;0,4819843;0,7698616;-0,6029288;0,2357551;1,808928;1,513201;-0,5583922;-0,4548725;0,6590866
"22-02 02";0,3285941;0,3269182;0,6198635;-0,6556737;-0,3652224;1,808928;0,9043169;-0,4963657;-0,4844243;0,5971419
"22-02 03";0,435627;0,2930483;0,7106507;-0,520764;-0,683278;1,808928;0,9804672;-0,4484029;-0,4393475;0,640345
"22-02 04";0,4312443;0,1734624;0,7090026;-0,6072869;-0,6338448;1,808928;1,135967;-0,4583254;-0,4764724;0,6357169
"22-02 05";0,3271109;-0,1409222;0,4561661;-0,7980043;-0,7837317;1,808928;0,5175756;-0,5115492;-0,5534184;0,6048093
"22-02 06";0,2585303;-0,3365075;0,2886587;-0,7787122;-1,162102;1,808928;0,2773854;-0,5001487;-0,6301767;0,3848934
"22-02 07";0,07566926;-0,8070872;0,03852641;-0,8528589;-0,8029609;1,808928;-0,03028312;-0,5765243;-0,7418779;0,2153443
"22-02 08";-0,1486827;-0,4907461;0,1437806;-0,8939397;-0,8745726;1,808928;0,09499452;-1,025875;-0,9239507;0,1022315
"22-02 09";-0,4555297;-0,849645;-0,1036106;-0,619352;-0,6132107;1,808928;-0,2484892;-1,071456;-0,9457613;-0,251643
"22-02 10";-1,02015;-0,03326106;0,4079069;-0,8786458;-0,3098942;1,808928;0,4477235;-1,066909;-1,047728;-0,2995101
"22-02 11";-1,671639;-0,1868854;0,3728019;-1,040982;-0,1232685;1,808928;0,3878071;-0,8856786;-1,078839;-0,5028372
"22-02 12";-1,568855;-0,1236808;0,336883;-0,7330787;-0,08856725;1,808928;0,1663234;-0,5350812;-1,131232;-0,862175
"22-02 13";-1,108656;0,5064293;0,8580418;-0,6147196;-0,184749;1,808928;1,064987;-0,2566711;-1,272289;-0,7873818
"22-02 14";-0,9628592;1,030501;1,328073;-0,6125758;-0,02204976;1,808928;2,003315;-0,183661;-1,201249;-0,4461634
"22-02 15";-0,7360031;0,9044793;1,286836;-0,6336536;0,8916211;1,808928;1,964789;-0,393811;-1,066009;-0,4084772
"22-02 16";-0,3239072;0,5141862;1,034658;-0,4829202;0,7281783;1,808928;1,599909;-0,4989401;-0,8791277;-0,474879
"22-02 17";-0,316917;0,2617908;0,81014;-0,3804898;0,4596274;1,808928;1,575666;-0,5173248;-0,4462889;-0,4194574
"22-02 18";-0,4048254;0,3474635;0,9067184;-0,3555079;0,3937534;1,808928;1,727242;-0,4100291;-0,122113;-0,3427182
"22-02 19";-0,3948221;0,2045649;0,7641009;-0,4338219;0,5286509;1,808928;1,512405;-0,4597694;-0,01953768;-0,1978935
"22-02 20";-0,360246;0,2309792;0,7716417;-0,3063435;0,2486175;1,808928;1,518154;-0,446217;-0,02130517;-0,04336917
"22-02 21";-0,2258573;0,3008919;0,2795167;-0,3950764;0,1666995;0,4007172;1,034598;-0,4017999;-0,07358593;-0,1741956
"22-02 22";-0,1921545;0,4706642;0,02291211;-0,2322485;-0,3135549;-0,3163886;0,6676558;-0,346664;-0,0711571;0,07886904
"22-02 23";-0,2731315;0,4525411;-0,0423274;-0,1098839;-0,36652;-0,3163886;0,5313687;-0,396381;-0,1760802;0,1333901
"23-02 00";-0,1133467;0,2853741;-0,03698298;-0,2585599;-0,711616;-0,3163886;0,2998356;-0,4668033;-0,2044312;0,2313021
"23-02 01";-0,0865277;-0,3200267;-0,3991885;-0,3430308;-0,8425453;-0,3163886;-0,2149554;-0,5970535;-0,1924846;0,2736683
"23-02 02";-0,2676285;-0,9666049;-0,8249087;-0,488599;-0,5328156;-0,3163886;-1,029649;-0,6239981;-0,2418669;0,19752
"23-02 03";-0,6513674;-0,6684541;-0,6881782;-0,5178202;-1,083802;-0,3163886;-0,8351132;-0,3739721;-0,2996995;0,2244273
"23-02 04";-1,10137;-0,4015107;-0,5307796;-0,6096216;-1,183559;-0,3163886;-0,6271427;-0,3182115;-0,3319919;0,313746
"23-02 05";-1,034467;-0,09418975;-0,3154176;-0,5820704;-1,415535;-0,3163886;-0,5338468;-0,3001513;-0,434232;0,2381019
"23-02 06";-0,6459708;-0,1454867;-0,3173668;-0,7278235;-1,161123;-0,3163886;-0,5322874;-0,3820298;-0,6433357;0,1263325
"23-02 07";-0,5327098;0,1104059;-0,1652674;-0,8658294;-1,17997;-0,3163886;-0,3339359;-0,3150457;-0,7700288;0,01815579
"23-02 08";-0,7233248;1,009893;0,1626708;-0,7086869;-1,091041;-0,3163886;0,09207356;-0,4827014;-0,922842;-0,04307345
"23-02 09";-0,458669;0,1825042;-0,08811335;-0,9651894;-1,28116;-0,3163886;-0,2128556;-1,101995;-0,8889022;-0,1316817
"23-02 10";-0,2956471;-0,721854;-0,6389361;-0,7109811;-0,817246;-0,3163886;-0,9771113;-1,01286;-0,8783156;-0,3493913
"23-02 11";-0,614939;-0,4346511;-0,5348711;-0,7023734;-0,8089166;-0,3163886;-0,8217332;-0,5729677;-0,8782411;-0,4217975
"23-02 12";-1,144964;0,6076691;0,06656239;-0,7446121;-0,6498495;-0,3163886;-0,03552311;-0,1551334;-0,8721728;-0,4102923
"23-02 13";-1,264889;1,425408;0,3020121;-0,6253524;-0,4903033;-0,3163886;0,2517596;-0,1339845;-0,8999567;-0,4062333
"23-02 14";-0,7843063;1,407283;0,5190873;-0,2436292;-0,7857015;-0,3163886;0,7936252;-0,3243988;-0,8738245;-0,6805624
"23-02 15";-0,2594584;1,170893;0,346537;-0,1530877;-1,0151;-0,3163886;0,4809972;-0,4562633;-0,8828033;-0,8532112
"23-02 16";-0,248542;1,055355;0,2331422;-0,2320887;-0,204139;-0,3163886;0,4692376;-0,4632684;-0,868036;-0,9001402
"23-02 17";-0,1232809;0,7597483;0,111096;0,0438606;-0,5818985;-0,3163886;0,5428649;-0,4886668;-0,5830235;-0,9349005
"23-02 18";0,02813381;0,7918327;0,1630279;0,2571;-0,2842338;-0,3163886;0,6132547;-0,4317375;-0,3963891;-0,8325191
"23-02 19";0,1051703;0,6893021;0,1333611;0,2358184;-0,2392799;-0,3163886;0,5587388;-0,4563265;-0,2030048;-0,4967031
"23-02 20";0,05451451;0,3770463;-0,02583018;0,2308002;-0,3861711;-0,3163886;0,3201305;-0,4992746;-0,1427959;-0,6030725
"23-02 21";0,113831;0,5611824;0,08687074;0,03333895;-0,7770431;-0,3163886;0,7397504;-0,3777204;-0,1341808;-0,3995888
"23-02 22";0,09053252;0,4674998;0,06907088;-0,1040108;-0,9002472;-0,3163886;0,7047188;-0,4369314;-0,174951;-0,4738845
"23-02 23";0,06574136;0,1883646;-0,04625554;-0,164953;-1,181285;-0,3163886;0,5379115;-0,4962564;-0,3416857;-0,6314622
"24-02 00";-0,2997345;0,07260694;-0,1155537;-0,3722655;-0,8899587;-0,3163886;0,2058119;-0,4465517;-0,6245207;-0,5406637
"24-02 01";-0,4607929;0,6143813;0,1377746;-0,4358353;-1,335222;-0,3163886;0,572762;-0,2621672;-0,6500751;-0,4867336
"24-02 02";-0,6741268;0,7826888;0,1901318;-0,4067377;-1,398487;-0,3163886;0,4195565;-0,3242857;-0,7719935;-0,4120599
"24-02 03";-0,4427029;0,258271;0,004672664;-0,5652177;-1,123894;-0,3163886;0,1342631;-0,5458335;-0,891838;-0,5486292
"24-02 04";-0,3938146;-0,2465973;-0,3463911;-0,7574923;-1,154867;-0,3163886;-0,3629144;-0,5837094;-0,9681;-0,6222239
"24-02 05";-0,5060568;-0,5435652;-0,5625744;-0,8004679;-1,098037;-0,3163886;-0,8692685;-0,5234575;-1,026197;-0,7194421
"24-02 06";-0,5549349;-0,4240966;-0,5606268;-0,7791934;-1,411074;-0,3163886;-0,8533054;-0,4196012;-1,048514;-0,6160551
"24-02 07";-0,7136629;-0,4969579;-0,5456887;-0,9775074;-1,206138;-0,3163886;-0,8460273;-0,4471832;-1,079967;-0,5296767
"24-02 08";-1,083025;0,1362858;-0,3137173;-0,9280087;-4,528523;-0,3163886;-0,5367138;-0,5884106;-1,248354;-0,4560396
"24-02 09";-1,366798;-0,4122147;-0,4285312;-1,062801;-0,3717572;-0,3163886;-0,6900845;-1,122463;-1,246641;-0,5498925
"24-02 10";-1,473742;-0,8856665;-0,7232929;-1,042693;-0,08181433;-0,3163886;-1,077818;-0,8398529;-1,251067;-0,7055522
"24-02 11";-1,790904;-0,9456553;-0,8098593;-1,001817;0,452828;-0,3163886;-1,201149;-0,5377856;-1,188915;-0,7469827
"24-02 12";-1,525469;-0,2165173;-0,3786024;-0,9348634;0,3769158;-0,3163886;-0,6211048;-0,2378471;-1,251653;-0,7077933
"24-02 13";-1,457815;0,6423709;0,1270568;-0,8254845;0,3581299;-0,3163886;0,0585752;-0,1169712;-1,178991;-0,995138
"24-02 14";-1,350583;0,8975883;0,1573054;-0,8351602;0,9009444;-0,3163886;0,3538039;-0,2342369;-1,106647;-0,9598573
"24-02 15";-0,919832;1,054502;0,2544194;-0,6148515;0,9680088;-0,3163886;0,5032071;-0,3100073;-1,030042;-1,024015
"24-02 16";-0,5270965;1,075238;0,2252751;-0,3579617;0,4246295;-0,3163886;0,4579212;-0,3965477;-0,992639;-0,9773931
"24-02 17";-0,3011677;0,8906475;0,2193346;-0,3678596;0,6541072;-0,3163886;0,6860927;-0,4667499;-0,7221606;-0,9685019
"24-02 18";-0,2470978;0,4838149;0,01206986;-0,3292753;0,4965772;-0,3163886;0,3708343;-0,5369334;-0,3988669;-0,9960101
"24-02 19";-0,1520023;0,3000554;-0,05644216;-0,2207322;0,6245645;-0,3163886;0,2924694;-0,5039344;-0,2293564;-1,046592
"24-02 20";0,02914216;0,1901062;-0,1531278;-0,2343465;0,4607785;-0,3163886;0,1506516;-0,453286;-0,182533;-0,9892314
"24-02 21";0,2106391;0,5244611;-0,1427844;-0,1135003;0,00313873;-0,6354868;0,3985781;-0,317752;-0,1499129;-0,6005356
"24-02 22";0,2284052;0,3826347;-0,2159672;-0,3428989;0,1197401;-0,7358593;0,2804912;-0,4522844;-0,1669166;-0,4233778
"24-02 23";0,2013575;-0,179773;-0,5238651;-0,3458511;-0,2131691;-0,7358593;-0,2036582;-0,5602992;-0,2236559;-0,5675737
"25-02 00";0,2042984;-0,2729244;-0,5657796;-0,4385093;-0,2803766;-0,7358593;-0,4747893;-0,4764947;-0,3913602;-0,6373637
"25-02 01";0,0827309;-0,115156;-0,4927785;-0,5398173;-0,3125039;-0,7358593;-0,3545483;-0,3744622;-0,3727775;-0,3694359
"25-02 02";-0,437242;-0,06141107;-0,4419501;-0,5272743;-0,5141441;-0,7358593;-0,4967335;-0,3787999;-0,4753013;-0,2941245
"25-02 03";-0,2827418;-0,04169183;-0,3654231;-0,5349121;-0,495973;-0,7358593;-0,389955;-0,4025557;-0,7404515;-0,385994
"25-02 04";-0,1894494;-0,5718986;-0,7528746;-0,7253536;-0,4640423;-0,7358593;-0,931051;-0,5567528;-0,7596397;-0,5764979
"25-02 05";-0,3572011;-0,7648774;-0,8727491;-0,8250648;-0,5848584;-0,7358593;-1,287221;-0,4925776;-0,808166;-0,5529152
"25-02 06";-0,4349529;-0,5669388;-0,7288209;-0,7410727;-0,8146293;-0,7358593;-1,094929;-0,3757313;-0,8595499;-0,5080003
"25-02 07";-0,5789177;-0,4959317;-0,7455745;-0,8919726;-0,5126319;-0,7358593;-1,115136;-0,3776228;-0,9168918;-0,5213698
"25-02 08";-0,9005613;-0,6975639;-0,7846873;-1,043691;-0,3650508;-0,7358593;-1,162138;-0,4689698;-1,036358;-0,6594131
"25-02 09";-1,212101;-1,004172;-0,9960697;-1,130566;-0,02014078;-0,7358593;-1,462789;-0,5059122;-1,064161;-0,908464
"25-02 10";-1,248414;-0,845229;-0,9060878;-0,9981917;-0,2058442;-0,7358593;-1,332057;-0,3743038;-1,092136;-1,047912
"25-02 11";-1,504937;-0,6539146;-0,8072276;-1,062089;0,3086144;-0,7358593;-1,197802;-0,3439767;-1,161352;-1,098548
"25-02 12";-1,615074;-0,3004489;-0,6175643;-0,9679868;0,3266246;-0,7358593;-0,9372826;-0,2736581;-1,090705;-1,1794
"25-02 13";-1,599874;0,06399505;-0,4349459;-0,9408077;0,4821204;-0,7358593;-0,6987996;-0,2659993;-1,056055;-1,137088
"25-02 14";-1,408485;0,4712026;-0,2169781;-0,8419517;0,5011387;-0,7358593;-0,1797196;-0,2477441;-1,051466;-0,9927253
"25-02 15";-1,270407;0,7200144;-0,2294402;-0,7921978;0,7650065;-0,7358593;-0,1955411;-0,2814101;-0,9782155;-0,9239577
"25-02 16";-1,00817;0,7722635;-0,1052538;-0,613159;0,8257292;-0,7358593;-0,01849959;-0,3340668;-0,9623027;-0,7803851
"25-02 17";-0,7023154;0,6887339;-0,09100705;-0,4724895;0,8267874;-0,7358593;0,2204664;-0,432054;-0,8280693;-0,7230366
"25-02 18";-0,395073;0,1929485;-0,3639003;-0,3641477;0,6775225;-0,7358593;-0,1748754;-0,572956;-0,6025853;-0,8509041
"25-02 19";-0,07069102;-0,4643856;-0,6702818;-0,3384308;0,3766834;-0,7358593;-0,6246574;-0,6247136;-0,4777937;-0,8568247
"25-02 20";0,1222249;-0,7767788;-0,8240624;-0,2808103;0,04448918;-0,7358593;-0,8464332;-0,5670943;-0,4329553;-0,8999339
"25-02 21";0,2216198;-0,8690462;-0,9070473;-0,2552903;-0,2452392;-0,7358593;-0,7894602;-0,46095;-0,1746282;-0,819016
"25-02 22";0,113353;-0,4528862;-0,7283562;-0,2603638;-0,4776804;-0,7358593;-0,5231364;-0,3019273;-0,372611;-0,5755855
"25-02 23";-0,4647636;-0,05279466;-0,4636968;-0,3511176;-0,6201531;-0,7358593;-0,1070477;-0,2539967;-0,1686932;-0,4191572
"26-02 00";-0,5508697;0,3742532;-0,2907906;-0,3325965;-0,8223938;-0,7358593;-0,07085522;-0,2529598;-0,2890603;-0,3945638
"26-02 01";-0,1856161;0,1593045;-0,3608258;-0,369735;-0,3635386;-0,7358593;-0,1494101;-0,432689;-0,3282222;-0,3813799
"26-02 02";0,1965095;-0,1545421;-0,5327514;-0,5579107;-0,4115812;-0,7358593;-0,6212853;-0,503778;-0,5655271;-0,5005229
"26-02 03";0,1078158;-0,33562;-0,5735921;-0,5597081;-0,5151057;-0,7358593;-0,6913464;-0,4797105;-0,6160452;-0,4147706
"26-02 04";-0,1557594;-0,4642126;-0,6914914;-0,6714982;-0,4878438;-0,7358593;-0,8396719;-0,4832971;-0,6316838;-0,2303814
"26-02 05";-0,3465014;-0,7303381;-0,8844417;-0,8421925;-0,3776593;-0,7358593;-1,306048;-0,5050972;-0,6250156;-0,3324575
"26-02 06";-0,4127223;-0,918294;-0,9587096;-0,8909448;-0,4584441;-0,7358593;-1,394598;-0,4840337;-0,6609566;-0,4347214
"26-02 07";-0,4045547;-0,8844801;-0,8933731;-0,8721262;-0,5727575;-0,7358593;-1,318865;-0,4195401;-0,6960353;-0,5259509
"26-02 08";-0,7779823;-1,169852;-0,9919583;-1,021463;-0,1093873;-0,7358593;-1,447848;-0,5061203;-0,772129;-0,5099646
"26-02 09";-1,066716;-1,354766;-1,14948;-1,021434;0,03744312;-0,7358593;-1,65551;-0,4802561;-0,7373127;-0,6256753
"26-02 10";-1,080444;-1,100498;-1,050558;-0,977641;-0,2380394;-0,7358593;-1,522806;-0,3324492;-0,7361614;-0,6095135
"26-02 11";-1,115061;-0,6674243;-0,7567941;-0,9754919;-0,1038283;-0,7358593;-1,130845;-0,2708938;-0,7535725;-0,7441177
"26-02 12";-1,288283;-0,3427744;-0,6474996;-0,9316846;0,1106063;-0,7358593;-0,9858605;-0,2702586;-0,7223892;-0,7884791
"26-02 13";-1,272096;0,01627168;-0,4285558;-0,7978445;0,2712142;-0,7358593;-0,6794842;-0,2620787;-0,6502358;-0,7940475
"26-02 14";-1,309774;0,1129162;-0,3464125;-0,8286325;0,7784051;-0,7358593;-0,3569383;-0,3305324;-0,6381589;-0,7875976
"26-02 15";-1,075144;0,1581911;-0,3593836;-0,6676615;0,5950361;-0,7358593;-0,3807286;-0,3689303;-0,615485;-0,6533075
"26-02 16";-0,9167299;0,09623308;-0,40036;-0,4783171;0,4286762;-0,7358593;-0,4346933;-0,4052481;-0,5554616;-0,7307035
"26-02 17";-0,7223832;0,4268636;-0,2962401;-0,3027564;0,508746;-0,7358593;-0,08319975;-0,3006362;-0,4332102;-0,6494833
"26-02 18";-0,5860691;0,6026158;-0,1474271;0,02831998;0,6450198;-0,7358593;0,1471563;-0,3206174;-0,2620275;-0,5218264
"26-02 19";-0,02628066;-0,1187969;-0,4934043;0,1778528;-0,2274543;-0,7358593;-0,3507622;-0,6296014;-0,1290409;-0,4311459
"26-02 20";0,4276063;-0,7842836;-0,9034318;0,03447863;-0,2499938;-0,7358593;-0,9693777;-0,6228163;-0,03846405;-0,3982097
"26-02 21";0,4490468;-0,7731541;-0,8855472;-0,03208783;-0,1407102;-0,7358593;-0,7755098;-0,4547948;0,1204806;-0,1423807
"26-02 22";0,1845697;-0,01991707;-0,4640392;0,08066785;-0,5713133;-0,7358593;-0,1054749;-0,2083011;0,23437;0,1858243
"26-02 23";-0,03907006;0,0979065;-0,3408847;0,04478547;-0,2385435;-0,7358593;0,07606694;-0,34276;0,2622499;0,3396621
"27-02 00";0,3762327;-0,1987655;-0,5187478;-0,1147841;-0,5286366;-0,7358593;-0,4042435;-0,4660915;0,1026345;0,3611088
"27-02 01";0,8500961;-0,0642814;-0,4873345;-0,1680181;-0,6551188;-0,7358593;-0,3502777;-0,3667713;0,06384283;0,3642555
"27-02 02";0,8434045;0,3310898;-0,2773499;-0,2433841;-0,859526;-0,7358593;-0,2688295;-0,2753401;-0,004280316;0,4230676
"27-02 03";0,4721405;0,4223564;-0,2364361;-0,07473508;-0,8033184;-0,7358593;-0,1944694;-0,3477266;-0,04974091;0,4655272
"27-02 04";0,7949734;-0,06041515;-0,4557471;-0,3537765;-0,407631;-0,7358593;-0,5129412;-0,556548;-0,101727;0,2517431
"27-02 05";0,8644671;-0,7912492;-0,8351484;-0,4326791;-0,4514481;-0,7358593;-1,238324;-0,6355469;-0,2073771;0,1034765
"27-02 06";0,6723451;-1,072506;-0,9607338;-0,6297166;-0,653932;-0,7358593;-1,40174;-0,554796;-0,2528519;0,0862151
"27-02 07";0,5471174;-0,99873;-1,032255;-0,5941593;-0,5958118;-0,7358593;-1,497632;-0,4204586;-0,2695222;0,03084773
"27-02 08";0,3444021;-0,4927109;-0,7999583;-0,7892992;-0,1813457;-0,7358593;-1,20067;-0,3856388;-0,3746845;0,1399602
"27-02 09";-0,2142644;-0,05422373;-0,3849469;-0,6970725;-0,09516645;-0,7358593;-0,6164327;-1,054606;-0,3328227;0,0007507611
"27-02 10";-0,757616;-0,7126577;-0,8530223;-0,9042099;0,3026516;-0,7358593;-1,261938;-1,074566;-0,3706996;-0,4435092
"27-02 11";-0,9207641;-0,3206446;-0,6429576;-0,9005021;1,048894;-0,7358593;-0,9711846;-1,092459;-0,4103537;-0,4209534
"27-02 12";-0,8294003;0,1880841;-0,3988742;-0,7946873;1,32059;-0,7358593;-0,6587378;-1,076351;-0,4786884;-0,4824688
"27-02 13";-0,6177774;0,6217827;-0,1646084;-0,2291876;1,279401;-0,7358593;-0,3319807;-1,068185;-0,4038984;-0,4596525
"27-02 14";-0,02135483;-0,2259793;-0,4781139;-0,3153872;2,214807;-0,7358593;-0,537847;-0,9535667;-0,2341976;-0,5892837
"27-02 15";0,4304487;0,01839722;-0,421128;-0,2512382;1,663806;-0,7358593;-0,4742746;-0,48797;-0,0594862;-0,6997513
"27-02 16";0,6593016;0,2840773;-0,3597373;0,06122493;1,116151;-0,7358593;-0,3676767;-0,3568133;0,04266147;-0,7411678
"27-02 17";0,7832019;0,5565605;-0,1412867;0,1334214;0,4962125;-0,7358593;0,1606192;-0,3134251;0,3673855;-0,6187423
"27-02 18";0,7396919;0,5108728;-0,1589426;0,2015413;0,8518829;-0,7358593;0,1356166;-0,4072435;0,5670533;-0,723817
"27-02 19";0,7721418;-0,1234066;-0,4262508;0,3210966;1,025628;-0,7358593;-0,2651761;-0,5885955;0,5873597;-0,7675881
"27-02 20";0,8759512;-0,6754428;-0,790311;0,07422326;1,413129;-0,7358593;-0,7892282;-0,5973682;0,6381103;-0,7861693
"27-02 21";0,7138035;-0,7409816;-0,8481299;0,1574672;0,783317;-0,7358593;-0,7018412;-0,4894713;0,6944767;-0,7299159
"27-02 22";0,07915482;-0,5900781;-0,7594975;0,4861141;0,6720529;-0,7358593;-0,5653947;-0,3696824;0,7637371;-0,3602496
"27-02 23";-0,1746592;0,3904182;-0,334655;0,3168169;0,4187309;-0,7358593;0,06696809;-0,11877;0,8277654;0,2267628
"28-02 00";-0,3389936;0,7840555;-0,1399125;0,1111723;0,4511407;-0,7358593;0,1698474;-0,2226584;0,7430936;0,5245271
"28-02 01";0,3715895;0,5771573;-0,1294866;0,1659057;0,1271865;-0,7358593;0,1694665;-0,4175979;0,7161244;0,5220249
"28-02 02";0,7929615;0,3350337;-0,3616116;-0,0148697;-0,1164655;-0,7358593;-0,3740249;-0,4815238;0,5164257;0,2016277
"28-02 03";0,8436982;0,1490887;-0,3172911;-0,05041203;-0,5224234;-0,7358593;-0,310874;-0,488756;0,4238195;0,1086021
"28-02 04";0,812649;-0,3043436;-0,6095266;-0,1947474;-0,3075312;-0,7358593;-0,7118302;-0,5584187;0,3419677;-0,0204472
"28-02 05";0,8144131;-0,8488179;-0,8284704;-0,2778356;-0,05241108;-0,7358593;-1,229615;-0,6052403;0,2005244;-0,1173513
"28-02 06";0,7937649;-0,9873635;-0,9572628;-0,4218731;-0,2191141;-0,7358593;-1,391923;-0,4971051;0,1811913;-0,1648896
"28-02 07";0,6172526;-0,9537528;-0,968023;-0,3501194;-0,1870548;-0,7358593;-1,429816;-0,4259694;0,1154089;-0,2243864
"28-02 08";0,4210321;-0,7210591;-0,8023732;-0,3685625;-0,2736201;-0,7358593;-1,198895;-0,3337218;-0,02571257;-0,2596689
"28-02 09";-0,1451669;0,4207448;-0,256342;-0,6999603;-0,4371701;-0,7358593;-0,4452788;-0,7654167;0,03283292;0,0004768423
"28-02 10";-0,6672248;-0,5495507;-0,7042032;-0,7602501;-0,5381243;-0,7358593;-1,057152;-1,102887;-0,03660052;-0,2475309
"28-02 11";-0,82164;0,1534735;-0,4287313;-0,753309;-0,6196026;-0,7358593;-0,7080395;-1,076784;-0,08451112;-0,3179185
"28-02 12";-0,718033;-0,1080206;1,056192;-0,7104008;-1,05664;-0,7358593;0,5533792;-0,9198208;-0,1170117;-0,3464296
"28-02 13";-0,7168095;0,01172387;-0,4553835;-0,5167407;1,208862;-0,7358593;-0,7286645;-0,5287226;-0,1686286;-0,02784245
"28-02 14";-0,2388476;0,4928432;-0,2726213;-0,2439027;0,9849465;-0,7358593;-0,2599799;-0,3038912;-0,1916045;0,104609
"28-02 15";0,1874105;0,6567655;-0,1661736;-0,1789489;0,8474;-0,7358593;-0,1077569;-0,3382814;-0,09192325;-0,06056736
"28-02 16";0,6153423;0,102467;-0,3868722;-0,007253193;1,100279;-0,7358593;-0,4094665;-0,5706046;-0,04272939;-0,2800165
"28-02 17";0,8192961;-0,4433344;-0,7371849;0,1696917;-0,1058803;-0,7358593;-0,7080587;-0,5802242;0,1897;-0,5130527
"28-02 18";0,8447479;-0,6125317;-0,7517458;0,08503156;-0,1435451;-0,7358593;-0,7360336;-0,5006692;0,3517666;-0,3763952
"28-02 19";0,7769946;-0,6042545;-0,8235461;0,08006809;0,6916003;-0,7358593;-0,859841;-0,4347567;0,8046464;-0,3287322
"28-02 20";0,2871071;-0,195467;-0,5255843;0,1852361;0,1634035;-0,7358593;-0,3950051;-0,2908038;0,9930175;-0,18334
"28-02 21";0,01236541;-0,07979067;-0,4775678;0,2662364;0,4673705;-0,7358593;-0,1292902;-0,3628781;0,9887354;-0,1956635
"28-02 22";0,3855191;-0,3310772;-0,6446384;0,1416508;-0,04661622;-0,7358593;-0,3875338;-0,4566706;1,082025;-0,09196963
"28-02 23";0,5456612;-0,3081588;-0,587649;0,02959827;-0,2719256;-0,7358593;-0,3156066;-0,3931893;1,124422;0,09624332
"01-03 00";0,008821093;0,2310655;-0,3691753;0,01772097;-0,3410527;-0,7358593;-0,1658128;-0,2488245;0,9693635;0,4441811
"01-03 01";-0,04651995;0,5936273;-0,2126219;0,08717139;-0,750035;-0,7358593;0,04085949;-0,2574498;1,038734;0,627956
"01-03 02";0,7281999;0,7385073;-0,1399444;0,05950436;-1,278064;-0,7358593;-0,0730474;-0,3160033;1,060756;0,5081753
"01-03 03";1,072523;0,4159436;-0,287152;-0,1127817;-0,415031;-0,7358593;-0,2924766;-0,4939136;0,9578876;0,2693354
"01-03 04";1,177872;-0,2164405;-0,5101333;-0,1865654;-0,6636377;-0,7358593;-0,5817308;-0,6116973;0,6942576;0,1094535
"01-03 05";1,09974;-0,5511947;-0,7540444;-0,08299442;-0,5706162;-0,7358593;-1,129797;-0,5565881;0,5005289;0,007569662
"01-03 06";1,008974;-1,048679;-0,9728106;-0,2915837;-0,3642965;-0,7358593;-1,418496;-0,5922759;0,4772444;-0,1056276
"01-03 07";0,890011;-1,351549;-1,148772;-0,5334144;0,006770792;-0,7358593;-1,653081;-0,5386371;0,3976224;-0,2202503
"01-03 08";0,615409;-1,094332;-1,086347;-0,5263442;-0,4676172;-0,7358593;-1,566049;-0,3616317;0,2645115;-0,1885126
"01-03 09";0,1382696;0,1761606;-0,4269764;-0,7333334;-0,473909;-0,7358593;-0,6746694;-0,8995987;0,2985054;-0,08778426
"01-03 10";-0,4085246;-0,6329749;-0,8036269;-0,737771;-0,2534471;-0,7358593;-1,192363;-1,078298;0,2991872;-0,2866169
"01-03 11";-0,6894149;-0,7495718;-0,8064879;-0,7856807;0,7868132;-0,7358593;-1,184682;-0,8087698;0,285392;-0,6809096
"01-03 12";-0,3641452;-0,02572141;-0,5533573;-0,6041769;1,061127;-0,7358593;-0,8625;-0,3432904;0,2549455;-0,6188362
"01-03 13";-0,2835898;0,5308526;-0,1959559;-0,4436196;1,67383;-0,7358593;-0,3663575;-0,2440271;0,3124064;-0,6008146
"01-03 14";0,2057339;0,6531097;-0,1371279;-0,2138824;2,47964;-0,7358593;-0,04631873;-0,3199;0,2894755;-0,4878052
"01-03 15";0,6334672;0,6368977;-0,1863709;-0,07894637;2,300332;-0,7358593;-0,1414622;-0,3797657;0,3161561;-0,6183739
"01-03 16";0,9684417;0,6075905;-0,2287606;0,03604701;1,88554;-0,7358593;-0,1815335;-0,4026196;0,2377242;-0,7723967
"01-03 17";1,035469;0,8095158;-0,1244002;-0,2110417;0,8082266;-0,7358593;0,1853706;-0,3323888;0,5684932;-0,8774463
"01-03 18";0,8936887;0,5494752;-0,1747062;0,2558604;1,292942;-0,7358593;0,1106007;-0,4852602;0,6788012;-0,9278613
"01-03 19";0,9498594;0,0161014;-0,4131793;0,3606437;1,01238;-0,7358593;-0,2397238;-0,583205;0,7785361;-0,9561856
"01-03 20";1,040849;-0,2629006;-0,5666068;0,5437127;0,5572069;-0,7358593;-0,4650616;-0,521989;0,8088701;-0,5659045
"01-03 21";1,089923;-0,3500453;-0,6021975;0,1948473;0,7321607;-0,7358593;-0,3213768;-0,477512;0,8704755;-0,4883771
"01-03 22";0,5677163;-0,5418773;-0,7323843;0,495185;0,9025816;-0,7358593;-0,5266571;-0,4545797;0,8912598;-0,008824657
"01-03 23";0,4399066;0,0756078;-0,4931026;0,2515023;0,3161324;-0,7358593;-0,1577888;-0,2280534;0,9081759;0,07909209
